,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,living_density
12183,685000.0,4,2.5,3030,7864,2.0,0.0,3,9,3030,0,1999,0.0,98074,0.3853001017293998
12637,325000.0,2,1.0,900,8374,1.0,0.0,3,7,900,0,1984,0.0,98034,0.10747551946501074
19558,254922.0,2,1.0,780,8160,1.0,0.0,4,6,780,0,1953,0.0,98133,0.09558823529411764
18943,394250.0,3,2.0,2620,10107,1.0,0.0,3,7,2620,0,1982,,98198,0.2592262788166617
18095,711000.0,4,2.5,2770,9532,2.0,0.0,4,9,2770,0,1988,,98029,0.29060008392782205
4862,715000.0,4,3.5,3260,110579,2.0,0.0,3,10,3260,0,1997,0.0,98053,0.02948118539686559
9168,405000.0,2,1.75,1350,2653,2.0,0.0,3,7,1350,0,1986,0.0,98033,0.5088578967206936
18658,475000.0,3,2.5,2680,87117,1.0,0.0,3,7,1340,1340,1989,0.0,98024,0.030763226465557812
8930,725000.0,4,2.5,3420,30410,2.0,0.0,3,9,3420,0,1988,0.0,98077,0.11246300559026635
21170,303500.0,6,4.5,3390,7200,2.0,0.0,3,8,2440,950,2007,0.0,98118,0.4708333333333333
17312,189950.0,3,1.0,920,6460,1.0,0.0,5,6,920,0,1969,0.0,98042,0.14241486068111456
2352,775000.0,4,2.5,3090,7112,2.0,0.0,3,9,3090,0,2001,,98052,0.4344769403824522
13230,575000.0,3,2.25,2680,100188,2.0,0.0,4,8,1580,1100,1978,0.0,98027,0.026749710544176946
825,226000.0,3,1.0,970,5000,1.0,0.0,3,6,970,0,1968,0.0,98118,0.194
218,1070000.0,2,2.25,3900,14864,1.0,0.0,3,8,1950,1950,1947,0.0,98144,0.2623789020452099
9895,192500.0,3,1.75,1420,7205,1.0,0.0,3,7,1420,0,1986,,98030,0.1970853573907009
13292,270000.0,2,1.0,2060,8398,1.0,0.0,3,7,1260,800,1962,0.0,98168,0.2452964991664682
1373,320000.0,3,1.0,1560,7552,1.0,0.0,4,6,910,650,1948,0.0,98155,0.2065677966101695
18835,620000.0,2,2.25,2910,6110,2.0,0.0,4,9,2910,0,1985,0.0,98136,0.4762684124386252
19561,269950.0,3,1.5,1740,9547,1.0,0.0,4,7,1740,0,1962,0.0,98055,0.18225620613805385
11123,685000.0,3,3.25,2030,11070,2.0,0.0,4,8,2030,0,1980,0.0,98052,0.18337850045167117
18156,415000.0,1,1.0,1230,3774,1.0,0.0,4,6,830,400,1924,0.0,98103,0.32591414944356123
7002,177000.0,3,1.75,1150,8079,1.0,0.0,4,7,1150,0,1983,,98030,0.1423443495482114
4652,425000.0,3,1.0,1180,3750,1.0,0.0,3,6,1030,150,1940,0.0,98116,0.31466666666666665
9771,567500.0,3,2.5,2300,7398,2.0,0.0,3,8,2300,0,2001,0.0,98065,0.3108948364422817
17304,489000.0,2,1.75,1810,4220,2.0,0.0,3,8,1810,0,2004,0.0,98053,0.42890995260663506
7842,169900.0,3,1.0,910,5800,1.5,0.0,4,5,910,0,1900,0.0,98022,0.15689655172413794
14390,633000.0,4,2.5,2360,10000,1.0,0.0,3,8,1980,380,1977,0.0,98126,0.236
1991,322000.0,3,1.0,1230,9660,1.0,0.0,3,7,1230,0,1968,0.0,98053,0.12732919254658384
20010,343000.0,3,3.5,1130,1449,3.0,0.0,3,7,1130,0,2005,0.0,98103,0.779848171152519
5795,450000.0,3,2.5,1530,762,2.0,0.0,3,8,1050,480,2007,0.0,98119,2.0078740157480315
7237,325000.0,3,1.5,1060,7488,1.0,0.0,5,7,1060,0,1977,0.0,98106,0.14155982905982906
5103,692500.0,4,2.75,3710,7984,2.0,0.0,3,9,3710,0,1999,,98065,0.4646793587174349
6902,469000.0,4,1.75,2960,11347,1.0,0.0,4,8,1570,1390,1946,,98166,0.2608619018242707
16191,485000.0,4,2.5,2100,8886,2.0,0.0,4,7,2100,0,1964,0.0,98007,0.2363268062120189
18669,360000.0,4,2.25,2620,8100,1.0,0.0,4,7,1550,1070,1964,0.0,98166,0.3234567901234568
19465,399950.0,3,2.0,1590,87120,1.0,0.0,3,8,1590,0,1998,0.0,98022,0.01825068870523416
18356,343000.0,4,2.5,2070,4500,2.0,0.0,3,7,2070,0,2004,0.0,98038,0.46
5616,110000.0,2,1.0,760,4746,1.0,0.0,3,5,760,0,1930,0.0,98055,0.16013485040033712
15983,415000.0,3,2.0,2010,33090,1.5,0.0,5,8,2010,0,1986,,98022,0.06074342701722575
18303,539950.0,3,2.0,1560,3200,1.5,0.0,3,7,1560,0,1910,2007.0,98109,0.4875
4543,221000.0,3,1.0,1240,5250,1.5,0.0,4,6,1240,0,1904,0.0,98055,0.2361904761904762
18441,245000.0,3,1.5,1550,9126,1.0,0.0,5,7,1550,0,1957,0.0,98022,0.16984440061363137
7239,212000.0,2,1.0,790,7153,1.0,0.0,4,6,790,0,1944,0.0,98168,0.1104431706976094
13334,336000.0,4,2.25,2210,11700,2.0,0.0,4,8,2210,0,1967,0.0,98032,0.18888888888888888
7869,439888.0,2,2.0,1300,6515,1.0,0.0,3,8,1300,0,2005,0.0,98053,0.1995395241749808
5628,343000.0,3,1.0,1400,5662,1.5,0.0,5,5,1400,0,1920,0.0,98027,0.2472624514305899
18431,270000.0,3,2.0,1820,7750,1.0,0.0,3,8,1820,0,1992,0.0,98023,0.23483870967741935
8449,299000.0,3,1.5,1190,9135,1.0,0.0,4,7,1190,0,1959,,98056,0.13026819923371646
1761,597326.0,4,4.0,3570,8250,2.0,0.0,3,10,2860,710,2015,,98040,0.43272727272727274
15016,227000.0,3,1.0,1130,10018,1.0,0.0,4,6,1130,0,1954,0.0,98032,0.1127969654621681
4745,319000.0,2,1.0,750,6380,1.0,0.0,3,7,750,0,1949,0.0,98125,0.11755485893416928
7497,397000.0,4,2.5,1790,6590,2.0,0.0,3,7,1790,0,2005,0.0,98059,0.2716236722306525
644,430000.0,3,2.5,2360,6699,2.0,0.0,3,7,2360,0,2003,0.0,98065,0.3522913867741454
15077,502000.0,2,1.0,1570,4704,1.5,0.0,3,8,1570,0,1931,0.0,98136,0.33375850340136054
314,1400000.0,4,3.25,4290,12103,1.0,0.0,3,11,2690,1600,1997,0.0,98006,0.3544575725026853
9455,250600.0,4,2.5,1930,8660,1.0,0.0,3,7,1120,810,1981,0.0,98001,0.2228637413394919
18862,232603.0,3,1.75,1750,11461,2.0,0.0,4,7,1750,0,1976,0.0,98002,0.1526917371957072
5530,250000.0,2,1.5,1160,1086,2.0,0.0,3,7,890,270,2006,,98155,1.0681399631675874
13986,575000.0,3,2.5,2070,3599,2.0,0.0,3,8,2070,0,1999,0.0,98033,0.5751597666018339
8993,680000.0,3,1.75,1620,5500,1.0,0.0,3,7,1110,510,1950,,98112,0.29454545454545455
18736,259000.0,3,1.75,1260,3604,1.0,0.0,3,7,1260,0,2012,0.0,98042,0.34961154273029965
20801,415000.0,2,2.5,1160,1219,3.0,0.0,3,8,1160,0,2007,0.0,98107,0.9515996718621821
19637,429000.0,5,2.5,2340,4500,2.0,0.0,3,7,2340,0,2009,0.0,98059,0.52
4767,735000.0,3,3.25,2960,39370,2.0,0.0,3,10,2960,0,1989,0.0,98011,0.07518415036830074
16523,355000.0,2,1.0,1240,27042,1.0,0.0,3,6,1000,240,1943,0.0,98070,0.045854596553509354
9339,465000.0,4,2.25,2550,7650,2.0,0.0,4,9,2550,0,1996,0.0,98106,0.3333333333333333
15725,260000.0,3,2.25,1920,9680,1.0,0.0,4,7,1300,620,1961,0.0,98031,0.19834710743801653
10186,505000.0,3,1.0,1020,5410,1.0,0.0,4,7,880,140,1928,0.0,98115,0.18853974121996303
34,322500.0,4,2.75,2060,6659,1.0,0.0,3,7,1280,780,1981,0.0,98058,0.30935575912299146
812,347000.0,3,2.5,1680,4308,2.0,0.0,3,7,1680,0,2004,0.0,98056,0.38997214484679665
19411,349000.0,3,1.75,1590,9620,1.0,0.0,3,7,1590,0,1988,0.0,98059,0.1652806652806653
5435,693000.0,4,2.5,3160,13063,2.0,0.0,3,10,3160,0,1999,0.0,98075,0.2419046160912501
4897,599000.0,5,2.5,2950,72309,2.0,0.0,3,8,2950,0,2006,,98058,0.040797134519907616
19122,179000.0,4,1.75,1790,7175,1.5,0.0,3,6,1410,380,1900,,98168,0.2494773519163763
6302,751750.0,2,2.0,1880,5400,1.5,0.0,3,8,1880,0,1902,0.0,98112,0.34814814814814815
13012,309950.0,3,2.5,1880,7838,2.0,0.0,3,7,1880,0,1994,0.0,98055,0.23985710640469507
15857,172500.0,3,1.0,1140,8800,1.0,0.0,3,7,1140,0,1972,,98001,0.12954545454545455
8278,456000.0,3,2.0,1870,8442,1.5,0.0,5,7,1060,810,1927,0.0,98117,0.2215114901682066
2997,637000.0,3,2.0,1980,6000,1.0,0.0,4,7,1380,600,1958,,98115,0.33
1964,725000.0,2,1.75,1950,2719,1.0,0.0,5,7,1010,940,1919,0.0,98103,0.7171754321441707
20452,900000.0,4,3.5,3860,6543,2.0,0.0,3,10,3860,0,2014,0.0,98075,0.5899434510163534
3527,495800.0,4,1.5,1710,4600,1.5,0.0,3,7,1710,0,1924,0.0,98115,0.3717391304347826
9662,905000.0,3,2.5,2930,9280,2.0,0.0,4,10,2930,0,1988,0.0,98007,0.31573275862068967
8685,571000.0,4,2.25,2290,9900,1.0,0.0,4,8,1550,740,1959,0.0,98166,0.2313131313131313
6030,450000.0,4,1.75,1520,5250,1.0,0.0,3,6,1520,0,1949,0.0,98199,0.2895238095238095
8939,245000.0,3,2.5,1720,3407,2.0,0.0,3,7,1720,0,1992,0.0,98031,0.5048429703551511
6986,221000.0,3,1.0,1150,7260,1.0,0.0,3,7,1150,0,1959,0.0,98133,0.1584022038567493
15819,474000.0,3,1.75,1530,8000,2.0,0.0,3,7,1530,0,1978,,98052,0.19125
11807,206990.0,3,1.0,1330,9620,1.0,0.0,5,6,1330,0,1976,0.0,98092,0.13825363825363826
6805,310000.0,2,1.0,770,8149,1.0,0.0,4,6,770,0,1948,0.0,98155,0.09449012148729906
9654,496000.0,3,3.5,3090,27598,2.0,0.0,4,9,2020,1070,1995,,98070,0.11196463511848685
10682,704000.0,3,1.0,1140,6120,1.5,0.0,3,7,1140,0,1926,0.0,98115,0.18627450980392157
10070,1100000.0,5,2.75,2520,4643,1.5,0.0,4,8,2120,400,1916,0.0,98112,0.5427525306913633
364,795000.0,5,2.5,3040,9570,1.0,0.0,4,8,1640,1400,1966,0.0,98006,0.3176593521421108
3323,569000.0,5,3.0,3670,10583,1.0,0.0,5,8,2060,1610,1952,0.0,98155,0.34678257582916
929,300000.0,3,2.5,1320,2614,2.0,0.0,3,7,1320,0,2005,0.0,98118,0.504973221117062
59,430000.0,4,3.0,1850,9976,2.0,0.0,3,8,1850,0,1991,0.0,98059,0.18544506816359263
11461,450000.0,2,1.75,840,3340,1.0,0.0,3,6,700,140,1912,0.0,98107,0.25149700598802394
19836,330000.0,4,3.5,3150,6202,2.0,0.0,3,7,3150,0,2005,0.0,98042,0.5079006772009029
1551,299000.0,4,2.5,1820,7575,1.0,0.0,3,7,1220,600,1975,0.0,98058,0.24026402640264027
5783,310000.0,5,2.25,2600,9600,1.0,0.0,4,8,1810,790,1969,0.0,98023,0.2708333333333333
5828,789900.0,3,2.5,3420,25150,1.0,0.0,4,10,1750,1670,1987,0.0,98006,0.1359840954274354
10381,601450.0,2,3.25,1840,1500,3.0,0.0,3,8,1840,0,2001,0.0,98103,1.2266666666666666
11199,577000.0,3,1.5,1560,20251,1.0,0.0,5,7,1200,360,1989,0.0,98074,0.07703323292676904
3315,445000.0,3,2.25,1850,4050,2.0,0.0,4,7,1850,0,1985,0.0,98029,0.4567901234567901
18682,335000.0,3,1.75,2390,30409,1.0,0.0,3,7,1560,830,1953,,98168,0.07859515275083034
6603,800000.0,5,2.0,2960,10960,1.0,0.0,4,7,1500,1460,1957,0.0,98005,0.27007299270072993
15518,750500.0,4,2.5,2860,9159,1.0,0.0,4,8,1530,1330,1989,0.0,98033,0.3122611638825199
10655,715000.0,4,2.25,2060,5649,1.0,0.0,5,8,1360,700,1941,0.0,98199,0.36466631262170296
6798,485000.0,3,2.5,1650,4218,2.0,0.0,3,8,1650,0,2000,0.0,98075,0.3911806543385491
579,180000.0,3,1.0,1384,8960,1.0,0.0,4,6,1384,0,1965,0.0,98023,0.15446428571428572
12190,775000.0,5,2.0,3540,9970,2.0,0.0,3,9,3540,0,1970,0.0,98125,0.3550651955867603
5111,542000.0,2,2.0,1930,4500,1.0,0.0,3,8,1930,0,2003,0.0,98053,0.4288888888888889
16603,355500.0,5,2.0,2360,19899,1.0,0.0,4,7,2360,0,1968,0.0,98010,0.11859892456907382
3094,285000.0,2,1.0,1210,4895,1.0,0.0,3,6,710,500,1951,,98126,0.24719101123595505
2418,754800.0,2,2.5,2770,7781,2.0,0.0,3,8,2770,0,2006,0.0,98053,0.3559953733453284
12154,718000.0,4,2.75,2930,4408,1.0,0.0,5,8,1660,1270,1939,0.0,98144,0.6647005444646098
20216,461500.0,5,3.25,2820,3275,2.0,0.0,3,8,2230,590,2006,,98118,0.8610687022900764
13713,231500.0,3,2.25,1630,7900,1.0,0.0,4,7,1130,500,1973,,98023,0.20632911392405062
1256,682000.0,5,2.25,2120,4000,1.5,0.0,4,7,1720,400,1910,0.0,98109,0.53
3028,565000.0,4,2.25,2470,7447,2.0,0.0,3,8,2470,0,1984,0.0,98155,0.33167718544380287
6638,580379.0,4,2.75,2240,27820,1.5,0.0,4,8,2240,0,1976,0.0,98075,0.08051761322789361
21176,675900.0,3,2.5,2920,9096,2.0,0.0,3,9,2920,0,2013,0.0,98059,0.3210202286719437
14936,295000.0,3,1.5,850,2500,1.0,0.0,3,7,850,0,1986,0.0,98106,0.34
18630,575000.0,1,1.0,1310,8667,1.5,0.0,1,6,1310,0,1918,0.0,98122,0.15114803276797045
14683,690000.0,4,2.5,2700,8810,2.0,0.0,3,9,2700,0,2004,0.0,98052,0.3064699205448354
2923,699000.0,5,2.5,3340,24755,2.0,0.0,3,10,3340,0,2002,0.0,98038,0.13492223793173097
12541,339000.0,3,1.0,1080,8100,1.0,0.0,4,7,1080,0,1955,,98155,0.13333333333333333
6078,270000.0,2,1.5,840,867,2.0,0.0,3,7,840,0,2005,0.0,98115,0.9688581314878892
14916,702000.0,4,2.5,2650,6240,2.0,0.0,3,8,2650,0,2013,0.0,98053,0.42467948717948717
12114,247000.0,5,2.0,1590,9350,1.0,0.0,5,7,1060,530,1962,,98001,0.17005347593582887
11183,310000.0,3,2.75,2090,9620,1.0,0.0,3,8,1340,750,1987,0.0,98023,0.21725571725571727
2791,223000.0,3,1.75,1360,10573,1.0,0.0,4,7,1360,0,1984,0.0,98023,0.12862952804312872
1424,350000.0,2,1.5,1320,73600,1.0,0.0,3,7,1320,0,1993,0.0,98001,0.017934782608695653
100,850830.0,3,2.5,2070,13241,1.5,0.0,5,9,1270,800,1910,0.0,98102,0.15633260327769805
10062,499000.0,3,1.75,1750,12325,1.0,0.0,4,7,1470,280,1968,0.0,98052,0.14198782961460446
21593,400000.0,4,2.5,2310,5813,2.0,0.0,3,8,2310,0,2014,0.0,98146,0.39738517116807154
14657,860000.0,3,2.0,2090,4190,1.5,0.0,4,8,1490,600,1930,,98122,0.4988066825775656
11247,950000.0,4,2.5,3700,7051,2.0,0.0,3,11,3700,0,2006,0.0,98029,0.5247482626577791
13825,280000.0,3,1.75,1770,8240,1.0,0.0,4,7,1240,530,1978,0.0,98023,0.21480582524271843
3229,475000.0,4,2.25,2680,4673,2.0,0.0,3,7,2680,0,1999,0.0,98011,0.5735073828375776
9017,565000.0,3,2.5,2700,6037,2.0,0.0,3,8,2700,0,2004,0.0,98065,0.44724200761967864
8714,237500.0,3,1.75,1480,7830,1.0,0.0,3,7,1480,0,1980,0.0,98022,0.18901660280970625
19771,439950.0,2,2.0,1440,4666,1.0,0.0,3,8,1440,0,2010,0.0,98053,0.30861551650235747
9541,661000.0,3,2.5,1940,8196,2.0,0.0,3,8,1940,0,1991,0.0,98052,0.23670082967301123
20988,409316.0,3,2.5,1800,3168,2.0,0.0,3,8,1800,0,2014,0.0,98065,0.5681818181818182
17206,417500.0,3,1.0,1160,7491,1.0,0.0,4,6,1160,0,1917,0.0,98177,0.15485248965425177
21251,400000.0,4,2.5,2398,5988,2.0,0.0,3,8,2398,0,2008,0.0,98055,0.4004676018704075
7210,292500.0,4,2.5,1860,8709,2.0,0.0,3,8,1860,0,1994,0.0,98092,0.21357216672407853
20815,489950.0,3,2.25,1590,926,3.0,0.0,3,8,1590,0,2014,,98136,1.7170626349892009
9587,790000.0,3,2.5,2600,4750,1.0,0.0,4,9,1700,900,1951,0.0,98117,0.5473684210526316
8999,485000.0,3,1.0,1250,7200,1.0,0.0,3,7,1250,0,1964,0.0,98008,0.1736111111111111
13171,220000.0,4,2.0,1700,8043,1.0,0.0,3,7,850,850,1954,0.0,98168,0.2113639189357205
16149,205000.0,3,1.0,960,7314,1.0,0.0,5,6,960,0,1960,0.0,98002,0.13125512715340443
8329,500000.0,3,1.75,1220,7370,1.0,0.0,4,7,1220,0,1964,0.0,98008,0.1655359565807327
3930,1380000.0,3,3.25,3786,38038,1.0,1.0,3,9,1934,1852,1978,2006.0,98070,0.09953204690046795
3476,1230000.0,4,2.5,2600,11542,1.5,0.0,4,9,2200,400,1939,0.0,98177,0.22526425229596256
14833,825000.0,5,1.75,2330,6000,1.5,0.0,3,8,2080,250,1937,0.0,98199,0.3883333333333333
7885,243000.0,2,1.5,1068,1758,2.0,0.0,3,7,1068,0,1990,0.0,98028,0.6075085324232082
16591,585000.0,4,3.25,3410,34939,2.0,0.0,4,9,2470,940,1992,0.0,98027,0.09759867197114971
1043,470000.0,3,2.25,1780,8784,1.0,0.0,3,7,1230,550,1977,0.0,98033,0.20264116575591987
4994,547000.0,5,2.5,2200,4080,1.5,0.0,5,7,1420,780,1916,0.0,98103,0.5392156862745098
14678,369900.0,3,1.75,2150,19127,1.0,0.0,3,7,1650,500,1978,0.0,98168,0.11240654572070895
20785,728050.0,3,2.5,2320,6775,1.0,0.0,3,8,2320,0,2008,,98053,0.34243542435424357
19739,569900.0,5,3.25,2360,3873,2.0,0.0,3,8,1990,370,2006,0.0,98108,0.6093467596178673
6216,650000.0,2,2.5,1740,2500,2.0,0.0,3,8,1210,530,1994,0.0,98112,0.696
5886,483500.0,3,2.0,1200,2016,1.0,0.0,4,7,600,600,1931,0.0,98116,0.5952380952380952
6257,175000.0,3,1.0,1280,7572,1.0,0.0,4,6,1280,0,1958,0.0,98058,0.16904384574749076
13961,870000.0,4,1.75,2370,5000,1.5,0.0,3,8,1770,600,1919,0.0,98103,0.474
1847,175000.0,2,1.0,1170,8925,1.0,0.0,3,6,1170,0,1911,,98198,0.13109243697478992
14863,392000.0,4,2.5,2600,8921,2.0,0.0,3,8,2600,0,1991,0.0,98058,0.29144714718080933
7759,920000.0,4,3.0,3130,12381,2.0,0.0,3,9,3130,0,1995,0.0,98006,0.25280671997415394
4845,375000.0,3,1.5,1370,9720,2.0,0.0,3,7,1370,0,1968,0.0,98034,0.14094650205761317
1399,253000.0,3,1.75,1250,10122,1.0,0.0,3,7,1250,0,1994,0.0,98010,0.12349338075479155
6032,550000.0,3,1.75,1840,8086,1.0,0.0,4,8,1840,0,1964,0.0,98052,0.22755379668562947
14399,974350.0,4,2.5,3090,10730,2.0,0.0,5,8,2420,670,1985,0.0,98006,0.287977632805219
6406,750000.0,5,3.75,3500,101494,1.5,0.0,3,8,3500,0,1967,1990.0,98053,0.03448479713086488
1565,294000.0,3,1.75,1530,9362,1.0,0.0,3,7,1530,0,1987,0.0,98038,0.16342661824396496
6819,243000.0,3,1.0,1480,15416,1.0,0.0,4,8,1480,0,1955,0.0,98022,0.096004151530877
11634,270000.0,3,1.75,2840,9800,1.0,0.0,4,7,1420,1420,1977,0.0,98042,0.2897959183673469
18380,705000.0,4,2.75,2780,6207,2.0,0.0,3,8,2780,0,2001,,98053,0.4478814241984856
18480,808000.0,4,2.25,2500,8866,2.0,0.0,4,9,2500,0,1987,0.0,98007,0.28197608842770133
15906,239000.0,2,1.0,710,14000,1.0,0.0,4,6,710,0,1953,0.0,98166,0.05071428571428571
15808,600000.0,3,2.5,2320,7609,2.0,0.0,3,8,2320,0,2003,,98027,0.3049020896307005
12681,290000.0,4,1.75,2340,7200,1.0,0.0,3,8,1590,750,1960,0.0,98146,0.325
15269,607500.0,5,1.75,2220,6000,1.5,0.0,3,7,1420,800,1923,,98199,0.37
11052,314500.0,4,2.5,2390,9600,2.0,0.0,3,7,2390,0,1996,0.0,98010,0.24895833333333334
19873,395000.0,3,2.5,2130,5088,2.0,0.0,3,8,1840,290,2011,0.0,98019,0.4186320754716981
13125,430000.0,4,2.5,2010,16020,1.5,0.0,5,8,2010,0,1962,0.0,98059,0.1254681647940075
15538,125000.0,2,1.0,810,8382,1.0,0.0,4,5,810,0,1942,0.0,98146,0.09663564781675017
19452,1230000.0,4,2.25,2020,5800,1.0,0.0,4,9,1760,260,1941,,98199,0.3482758620689655
14494,239900.0,3,2.0,1410,7566,1.0,0.0,3,7,1410,0,1985,0.0,98030,0.18636003172085647
11677,400000.0,2,1.0,1140,101529,1.5,0.0,3,6,1140,0,1932,0.0,98092,0.0112283190024525
6546,318400.0,4,2.5,1820,6916,2.0,0.0,3,7,1820,0,1994,0.0,98038,0.2631578947368421
4649,296000.0,4,1.5,1370,9750,1.0,0.0,3,7,1070,300,1953,0.0,98168,0.14051282051282052
10570,730000.0,3,1.75,2040,11294,1.0,0.0,4,7,1340,700,1952,0.0,98004,0.18062688153001594
20761,253101.0,3,2.0,1239,6036,1.0,0.0,3,7,1239,0,2009,0.0,98030,0.20526838966202784
17366,310000.0,3,2.5,1890,6300,2.0,0.0,3,7,1890,0,2003,0.0,98038,0.3
11158,525000.0,4,1.75,2280,5959,1.0,0.0,3,7,1250,1030,1947,0.0,98116,0.38261453263970463
1905,590000.0,3,2.0,3030,9374,1.0,0.0,4,7,2100,930,1959,,98136,0.32323447834435676
8866,310000.0,2,1.5,1040,83199,1.0,0.0,4,7,870,170,1965,0.0,98070,0.012500150242190412
1980,402500.0,4,2.5,2600,11951,2.0,0.0,3,10,2600,0,1988,0.0,98023,0.21755501631662622
13904,589000.0,3,3.0,1720,954,3.0,0.0,3,8,1460,260,2006,0.0,98119,1.8029350104821802
18530,325000.0,3,2.0,1570,5600,1.0,0.0,3,8,1570,0,1999,0.0,98058,0.28035714285714286
17057,469000.0,3,1.75,1680,2400,1.5,0.0,3,7,1170,510,1929,0.0,98117,0.7
4738,330000.0,2,1.0,950,3090,1.0,0.0,4,6,950,0,1909,0.0,98118,0.3074433656957929
3760,367777.0,5,3.0,2140,5937,1.0,0.0,3,7,1280,860,1978,,98118,0.360451406434226
19616,580000.0,3,2.25,1480,1026,3.0,0.0,3,8,1480,0,2014,0.0,98103,1.442495126705653
6683,295000.0,3,1.75,1500,15246,1.0,0.0,3,6,1500,0,1925,,98070,0.09838646202282567
4673,570000.0,3,1.0,1030,4089,1.5,0.0,3,7,1030,0,1927,0.0,98116,0.25189532893127903
19415,523000.0,3,2.5,2400,6182,2.0,0.0,3,8,2400,0,1998,0.0,98065,0.38822387576835976
11932,1030000.0,5,2.75,3190,16920,1.0,0.0,3,9,1690,1500,1976,0.0,98006,0.18853427895981087
19747,489500.0,4,3.5,2730,5707,2.0,0.0,3,8,2000,730,2011,0.0,98019,0.4783599088838269
2482,294000.0,3,1.0,1320,9520,1.0,0.0,3,7,990,330,1953,0.0,98178,0.13865546218487396
4641,280000.0,3,1.0,1020,8400,1.0,0.0,4,7,1020,0,1957,0.0,98056,0.12142857142857143
1858,550000.0,5,2.5,2960,9877,1.0,0.0,4,7,1480,1480,1960,0.0,98005,0.2996861395160474
10048,510000.0,4,2.5,2010,9075,1.0,0.0,4,8,1310,700,1959,0.0,98006,0.22148760330578512
20353,1800000.0,4,3.5,3480,4000,2.0,0.0,3,9,2460,1020,2015,0.0,98112,0.87
3113,387000.0,3,1.5,1620,21929,2.0,0.0,3,7,1620,0,1990,0.0,98019,0.0738747776916412
17953,525000.0,3,1.75,1710,7350,1.0,0.0,3,8,1280,430,1981,0.0,98033,0.23265306122448978
19962,358000.0,3,3.25,1410,1442,3.0,0.0,3,8,1360,50,2006,0.0,98125,0.9778085991678225
13880,705000.0,4,3.25,2740,5339,2.5,0.0,3,9,2740,0,2004,0.0,98103,0.5132047199850159
20826,435000.0,3,2.25,1230,1238,2.0,0.0,3,8,1080,150,2009,0.0,98199,0.9935379644588045
16999,957000.0,5,3.25,3160,5000,2.0,0.0,3,10,2180,980,2005,0.0,98199,0.632
12386,547500.0,4,2.5,2610,7254,1.0,0.0,2,8,1610,1000,1975,0.0,98006,0.3598014888337469
1588,655000.0,3,2.5,2320,4721,2.0,0.0,3,8,2320,0,2004,,98075,0.49142130904469394
14268,622500.0,3,2.5,2290,14374,2.0,0.0,3,8,2290,0,1983,2012.0,98075,0.1593154306386531
18609,595888.0,3,1.75,1870,9000,1.0,0.0,5,9,1870,0,1958,0.0,98177,0.20777777777777778
19590,335000.0,3,2.0,1570,7200,1.0,0.0,4,7,1570,0,1952,0.0,98155,0.21805555555555556
11271,415000.0,3,1.75,2000,8400,1.5,0.0,4,8,2000,0,1959,0.0,98133,0.23809523809523808
10057,365000.0,3,1.0,1120,8443,1.0,0.0,3,7,1120,0,1953,0.0,98133,0.1326542698093095
6545,615000.0,3,2.0,1860,42800,1.0,0.0,4,7,930,930,1983,0.0,98075,0.043457943925233646
11316,445000.0,2,1.0,840,3840,1.0,0.0,4,7,840,0,1926,0.0,98117,0.21875
17967,430000.0,3,1.75,1440,4025,1.0,0.0,4,6,720,720,1917,0.0,98126,0.3577639751552795
7204,165000.0,3,1.0,970,6600,1.0,0.0,3,7,970,0,1965,0.0,98168,0.14696969696969697
3036,280000.0,2,1.0,960,4920,1.0,0.0,3,6,960,0,1942,0.0,98117,0.1951219512195122
12479,377500.0,4,2.5,2640,10720,2.0,0.0,3,8,2640,0,1999,0.0,98188,0.2462686567164179
2873,600000.0,3,1.75,2040,5000,1.5,0.0,3,7,1780,260,1924,0.0,98115,0.408
15156,509900.0,3,1.75,1690,53578,1.0,0.0,3,8,1690,0,1984,,98053,0.0315427974168502
8994,985000.0,3,1.75,1670,5400,2.0,0.0,5,8,1670,0,1912,0.0,98112,0.30925925925925923
6241,400000.0,2,1.0,1180,10800,1.0,0.0,3,7,1180,0,1984,,98011,0.10925925925925926
4374,359950.0,3,1.0,1290,189486,1.0,0.0,4,7,1290,0,1960,0.0,98092,0.006807890820430006
2777,275000.0,3,2.5,1730,5799,2.0,0.0,4,7,1730,0,1987,0.0,98030,0.29832729780996725
8817,275000.0,4,1.5,1930,15531,2.0,0.0,3,7,1930,0,1979,0.0,98003,0.12426759384456892
3042,456500.0,3,1.0,1290,3880,1.5,0.0,4,7,1290,0,1919,0.0,98117,0.3324742268041237
9881,420000.0,3,2.5,1810,7210,1.0,0.0,5,7,1210,600,1968,0.0,98059,0.2510402219140083
5957,255000.0,3,1.5,910,25500,1.0,0.0,3,5,910,0,1943,0.0,98188,0.03568627450980392
15405,248000.0,4,2.5,1770,5855,2.0,0.0,3,7,1770,0,2003,0.0,98038,0.3023057216054654
2661,356500.0,4,1.75,1570,9670,1.0,0.0,3,7,1170,400,1959,0.0,98028,0.1623578076525336
17951,395000.0,2,1.0,1440,7808,1.0,0.0,4,7,860,580,1949,0.0,98133,0.18442622950819673
4328,290000.0,2,1.0,1120,217800,1.0,0.0,3,6,1120,0,1976,0.0,98019,0.0051423324150596875
6502,3650000.0,6,4.75,5480,19401,1.5,1.0,5,11,3910,1570,1936,0.0,98105,0.2824596670274728
